placement_id,front_json,rank,support_name,category_id,sphere_radius,clearance,pos_x,pos_y,pos_z,surface_z,viable,source_csv
367,d97a1fd8-ec70-438d-a7fd-a7badea1eda3.json,0,Cabinet.016,48,0.8450,0.9950,2.4086,-2.0253,0.9950,0.7950,True,prescan_batch_0005.csv
368,db2b1031-0769-4d04-a2bd-4fe8651c8461.json,0,Cabinet.001,48,0.8450,0.9950,-0.9043,4.0988,0.9950,0.7950,True,prescan_batch_0005.csv
369,eed80970-cdc9-4f3c-bbaa-a482c76fbb7e.json,0,Cabinet.001,48,0.8450,0.9950,3.3043,-1.7102,0.9950,0.7950,True,prescan_batch_0006.csv
370,fe4aa477-9203-4c50-a540-e1bbdf2d9fec.json,0,Cabinet.012,48,0.8450,0.9950,1.8562,-6.3579,0.9950,0.7950,True,prescan_batch_0006.csv
371,ffc7ddf1-827b-4154-9eee-5f8b497d0a12.json,0,Cabinet.018,48,0.8450,0.9950,3.9958,-1.3135,0.9950,0.7950,True,prescan_batch_0006.csv
372,103cce55-24d5-4c71-9856-156962e30511.json,0,Cabinet.050,48,0.8438,0.9938,-1.6307,-3.0864,1.0220,0.8220,True,prescan_batch_0000.csv
373,91efeb20-7892-46d5-8846-35a2c8773e73.json,0,Cabinet.130,48,0.8438,0.9938,1.7570,2.4318,1.0000,0.8000,True,prescan_batch_0003.csv
374,49779fa2-226f-4e40-8f8c-1205e9a36475.json,0,Cabinet.102,48,0.8435,0.9935,-3.9492,4.4891,1.0220,0.8220,True,prescan_batch_0001.csv
375,fe83c18f-620d-4d5c-882b-2a614d01d766.json,0,Cabinet.100,48,0.8434,0.9934,1.1091,-1.1117,1.0000,0.8000,True,prescan_batch_0006.csv
376,64264e40-c4bf-4e01-af63-cb6ab5cf93f9.json,0,Cabinet.001,48,0.8427,0.9927,-1.2769,-4.2651,0.9950,0.7950,True,prescan_batch_0002.csv
377,22843330-f141-4cb6-8ce6-8b32b56388ba.json,0,Cabinet.120,48,0.8423,0.9923,0.1491,-4.2998,1.0220,0.8220,True,prescan_batch_0000.csv
378,32320a79-b44d-45cf-8742-a654a5348bba.json,0,Cabinet.066,48,0.8423,0.9923,-3.5979,0.9562,1.0220,0.8220,True,prescan_batch_0001.csv
379,96a88d21-2c10-4c2c-80b3-8aae43ea471d.json,0,Cabinet.115,48,0.8423,0.9923,-8.5739,3.0714,1.0220,0.8220,True,prescan_batch_0003.csv
380,a3bb94ee-d785-477c-b5b9-19c7cd860a0a.json,0,Cabinet.089,48,0.8423,0.9923,-5.6327,-2.5010,1.1220,0.9220,True,prescan_batch_0004.csv
381,db5e0c75-e464-46b8-8d87-a0bafe9fc137.json,0,Cabinet.071,48,0.8423,0.9923,4.1775,0.2212,1.0220,0.8220,True,prescan_batch_0005.csv
382,a7668a37-5ba1-4eb6-a016-f122c1733f4a.json,0,Cabinet.088,48,0.8414,0.9914,-6.0473,-2.5798,1.1000,0.9000,True,prescan_batch_0004.csv
383,de20da69-7f34-4048-9081-db8760dc88f6.json,0,Cabinet.123,48,0.8396,0.9896,2.9347,1.8880,1.0220,0.8220,True,prescan_batch_0005.csv
384,7ca45ed7-bfae-4d71-907b-747fd2725858.json,0,Cabinet.072,48,0.8392,0.9892,-4.9832,1.2673,1.0000,0.8000,True,prescan_batch_0003.csv
385,555d38a7-689e-4340-ae91-a9a1dd650216.json,0,Cabinet.001,48,0.8391,0.9891,4.3791,1.5467,0.9950,0.7950,True,prescan_batch_0002.csv
386,6028388c-fad8-4a37-a1f0-15700a78ef71.json,0,Cabinet.066,48,0.8371,0.9871,-3.8749,0.6296,1.0370,0.8370,True,prescan_batch_0002.csv
387,7dff252d-745d-493c-843f-6d8a070bfd3d.json,0,Cabinet.072,48,0.8370,0.9870,-6.5361,-1.4226,1.4370,1.2370,True,prescan_batch_0003.csv
388,c3b5ef1d-9ca1-4c6f-b793-443d7682f970.json,0,Cabinet.226,48,0.8362,0.9862,-5.4404,3.4756,1.0000,0.8000,True,prescan_batch_0005.csv
389,473f4a9e-505e-4864-9ffd-59a793b26d5a.json,0,Cabinet.082,48,0.8359,0.9859,-9.0089,-3.7874,1.0000,0.8000,True,prescan_batch_0001.csv
390,7ba559ee-a2d9-425c-9111-cf2a9c543c57.json,0,Cabinet.008,48,0.8341,0.9841,4.6022,-0.4301,0.9950,0.7950,True,prescan_batch_0003.csv
391,9e84166d-ff70-496e-92b2-489f58936fbf.json,0,Cabinet.060,48,0.8340,0.9840,0.1851,-5.4982,1.0000,0.8000,True,prescan_batch_0004.csv
392,ecc68946-5d3d-461f-85e4-536cc01a5c4d.json,0,Cabinet.083,48,0.8340,0.9840,3.2597,2.2519,1.0000,0.8000,True,prescan_batch_0006.csv
393,d6b6b169-12d7-4a33-8407-7bed5d1d4a05.json,0,Cabinet.012,48,0.8339,0.9839,1.4548,-5.9982,0.9950,0.7950,True,prescan_batch_0005.csv
394,77315352-be0a-44b9-ab5a-7a2f3e0e33c9.json,0,Cabinet.001,48,0.8333,0.9833,-1.3034,-5.1117,0.9950,0.7950,True,prescan_batch_0003.csv
395,4a44797a-9a10-4d38-bab1-fb8c196f94df.json,0,Cabinet.017,48,0.8318,0.9818,1.1653,2.6214,0.9818,0.7818,True,prescan_batch_0001.csv
396,46c55e05-16f4-4b90-a789-4b2a2e1a5235.json,0,Cabinet.081,48,0.8313,0.9813,3.0510,0.3145,0.9813,0.7813,True,prescan_batch_0001.csv
397,b91a4f89-7d1c-4333-b3a1-c7e9a6cd79a7.json,0,Cabinet.081,48,0.8313,0.9813,3.0994,0.2680,0.9813,0.7813,True,prescan_batch_0004.csv
398,946b8287-73c8-4387-ac28-01710466195a.json,0,Cabinet.059,48,0.8311,0.9811,-1.4266,-0.4321,1.0370,0.8370,True,prescan_batch_0003.csv
399,888f5f5c-4947-4bfe-b50b-ee6d4f80ae28.json,0,Cabinet.001,48,0.8305,0.9805,-7.4484,-3.1270,0.9950,0.7950,True,prescan_batch_0003.csv
400,06beed0e-c97a-4110-943c-d5ef6eb988e8.json,0,Cabinet.003,48,0.8300,0.9800,1.8413,2.6199,0.9800,0.7800,True,prescan_batch_0000.csv
401,0ed3cea7-f8c0-4f91-87b8-9414ec60a713.json,0,Cabinet.017,48,0.8300,0.9800,0.2295,-4.3194,0.9800,0.7800,True,prescan_batch_0000.csv
402,168c24cf-f3fd-41bd-b5f5-348edb6358c7.json,0,Cabinet.003,48,0.8300,0.9800,0.2457,-3.0497,0.9800,0.7800,True,prescan_batch_0000.csv
403,191e6801-4ec6-4dd2-a922-17b81de51431.json,0,Cabinet.004,48,0.8300,0.9800,6.6264,3.2865,0.9800,0.7800,True,prescan_batch_0000.csv
404,1dc74c70-21d3-40c6-8bd4-afb94dab934c.json,0,Cabinet.016,48,0.8300,0.9800,5.8087,-3.8896,0.9800,0.7800,True,prescan_batch_0000.csv
405,20365dbe-40b9-4cc9-b0ef-d7d6b89799ab.json,0,Cabinet.003,48,0.8300,0.9800,-2.3290,-3.8979,0.9800,0.7800,True,prescan_batch_0000.csv
406,20a7fc06-43d8-4a15-b73d-8c57ba18faad.json,0,Cabinet.003,48,0.8300,0.9800,-5.1442,-1.7400,0.9800,0.7800,True,prescan_batch_0000.csv
407,2c6130fe-0d6d-4b7c-a496-e211c5c8a75a.json,0,Cabinet.017,48,0.8300,0.9800,-1.3567,-5.7071,0.9800,0.7800,True,prescan_batch_0001.csv
408,2d6aa8c6-58fc-40cb-9e14-705d60d932c7.json,0,Cabinet.004,48,0.8300,0.9800,-4.3968,2.2995,0.9800,0.7800,True,prescan_batch_0001.csv
409,35e55da0-dbe2-4a3f-bdec-a74d06852d16.json,0,Cabinet.004,48,0.8300,0.9800,1.4323,-2.8701,0.9800,0.7800,True,prescan_batch_0001.csv
410,35ebe516-1aa0-4694-aa9f-e7dec5aab07d.json,0,Cabinet.004,48,0.8300,0.9800,6.3091,1.3167,0.9800,0.7800,True,prescan_batch_0001.csv
411,36a9e2d2-2165-4ea7-ba91-f20ec6f76553.json,0,Cabinet.019,48,0.8300,0.9800,-2.4988,-4.0202,0.9800,0.7800,True,prescan_batch_0001.csv
412,38f82400-ca3e-4149-9db4-0b7c7ccf9fe8.json,0,Cabinet.013,48,0.8300,0.9800,-5.4894,-3.7738,0.9800,0.7800,True,prescan_batch_0001.csv
413,3e488d02-ae06-43f4-b0f6-bacd4436deab.json,0,Cabinet.003,48,0.8300,0.9800,-2.6176,-3.8868,0.9800,0.7800,True,prescan_batch_0001.csv
414,3f04b82c-f64d-427f-bfeb-2eb8a0cf8655.json,0,Cabinet.015,48,0.8300,0.9800,2.0245,-3.6070,0.9800,0.7800,True,prescan_batch_0001.csv
415,423a87ad-9f80-426b-8faf-9015764a0978.json,0,Cabinet.004,48,0.8300,0.9800,-1.1585,-3.4262,0.9800,0.7800,True,prescan_batch_0001.csv
416,45ec06f9-3d29-459b-9403-705f6fea1814.json,0,Cabinet.003,48,0.8300,0.9800,1.4273,-3.0818,0.9800,0.7800,True,prescan_batch_0001.csv
417,47f45b86-8dd6-4cee-bd43-9c32a777dd20.json,0,Cabinet.021,48,0.8300,0.9800,4.6481,-7.3902,0.9800,0.7800,True,prescan_batch_0001.csv
418,483a9404-b305-403b-860a-d5aa86cbb66a.json,0,Cabinet.016,48,0.8300,0.9800,4.9089,-2.6417,0.9800,0.7800,True,prescan_batch_0001.csv
419,4a7da40a-e901-4bb0-938d-d50bd0a474d7.json,0,Cabinet.003,48,0.8300,0.9800,-5.7534,0.1494,0.9800,0.7800,True,prescan_batch_0001.csv
420,4af67e06-6f16-46b8-ac12-dd8f0d481906.json,0,Cabinet.018,48,0.8300,0.9800,0.3437,-4.4408,0.9800,0.7800,True,prescan_batch_0001.csv
421,4f0a1627-dbe5-43a7-98db-68b9c1335e58.json,0,Cabinet.012,48,0.8300,0.9800,2.0126,-4.1101,0.9800,0.7800,True,prescan_batch_0002.csv
422,52982a7b-ed79-44e6-bb37-f878754c07d3.json,0,Cabinet.012,48,0.8300,0.9800,2.5870,-4.5680,0.9800,0.7800,True,prescan_batch_0002.csv
423,529be18a-a998-40c9-89ea-074be3172e1b.json,0,Cabinet.015,48,0.8300,0.9800,-1.1393,4.5059,0.9800,0.7800,True,prescan_batch_0002.csv
424,5336ca84-512e-48af-b02f-19d19a529403.json,0,Cabinet.003,48,0.8300,0.9800,3.3044,2.5103,0.9800,0.7800,True,prescan_batch_0002.csv
425,54a23d09-17fe-4e6a-9960-e45dafca32d5.json,0,Cabinet.012,48,0.8300,0.9800,-5.1761,-2.3433,0.9800,0.7800,True,prescan_batch_0002.csv
426,5ac451ba-b3f0-4734-ac59-e7ac821e3c83.json,0,Cabinet.003,48,0.8300,0.9800,3.7393,1.7843,0.9800,0.7800,True,prescan_batch_0002.csv
427,5c337554-ee3f-4c1b-80c0-f8ee49d87e8d.json,0,Cabinet.012,48,0.8300,0.9800,4.3257,-2.6940,0.9800,0.7800,True,prescan_batch_0002.csv
428,624ea9fb-febe-49ae-98c8-d5cd01590a09.json,0,Cabinet.004,48,0.8300,0.9800,3.6086,-3.2024,0.9800,0.7800,True,prescan_batch_0002.csv
429,6f3094b8-689f-4f0c-adb2-748fbc81ec8a.json,0,Cabinet.003,48,0.8300,0.9800,-8.2680,-10.1959,0.9800,0.7800,True,prescan_batch_0002.csv
430,6f37e768-7bb5-423a-a64a-86b747e8cc50.json,0,Cabinet.015,48,0.8300,0.9800,-1.8406,2.9368,0.9800,0.7800,True,prescan_batch_0002.csv
431,7494d638-7311-416a-874b-282ccf1a131d.json,0,Cabinet.003,48,0.8300,0.9800,5.8316,-2.1516,0.9800,0.7800,True,prescan_batch_0003.csv
432,789015e3-c63f-4bf9-a557-3a3cd6867a83.json,0,Cabinet.013,48,0.8300,0.9800,-0.9814,-7.6178,0.9800,0.7800,True,prescan_batch_0003.csv
433,78e9ca5b-4781-45dc-8417-1c82e7435761.json,0,Cabinet.004,48,0.8300,0.9800,2.7353,-4.9345,0.9800,0.7800,True,prescan_batch_0003.csv
434,7a2de022-745d-4f10-a4fa-d7ab5bb8809f.json,0,Cabinet.071,48,0.8300,0.9800,-4.3779,3.3653,0.9800,0.7800,True,prescan_batch_0003.csv
435,81558907-9dff-4a6d-a766-6e0748997ae6.json,0,Cabinet.011,48,0.8300,0.9800,5.3642,-1.1790,0.9800,0.7800,True,prescan_batch_0003.csv
436,82eb76dd-8673-4f2b-b2bb-5e28d92ffb6c.json,0,Cabinet.015,48,0.8300,0.9800,4.8990,-0.7812,0.9800,0.7800,True,prescan_batch_0003.csv
437,88cb5556-1b87-4153-8497-18c08f26787c.json,0,Cabinet.003,48,0.8300,0.9800,-5.0720,-2.2751,0.9800,0.7800,True,prescan_batch_0003.csv
438,896678cc-190d-4208-95f5-28911b3905c3.json,0,Cabinet.019,48,0.8300,0.9800,5.2423,1.8367,0.9800,0.7800,True,prescan_batch_0003.csv
439,8b46f7c1-c1f5-43b8-ac0c-bb0dd121c234.json,0,Cabinet.004,48,0.8300,0.9800,5.7649,-1.2653,0.9800,0.7800,True,prescan_batch_0003.csv
440,8b8e91b1-3337-4ba6-ae2a-45390121ddbd.json,0,Cabinet.018,48,0.8300,0.9800,3.5236,4.3337,0.9800,0.7800,True,prescan_batch_0003.csv
441,967b39f8-073d-4ace-83fc-c1e67ea1a78c.json,0,Cabinet.003,48,0.8300,0.9800,3.1650,-1.8557,0.9800,0.7800,True,prescan_batch_0003.csv
442,9b383eb3-9453-4853-ae45-a4a461406696.json,0,Cabinet.011,48,0.8300,0.9800,1.8238,-0.8832,0.9800,0.7800,True,prescan_batch_0004.csv
443,9dd0eb9f-3f31-4db7-95f4-438b7eacc295.json,0,Cabinet.003,48,0.8300,0.9800,3.1800,-1.9764,0.9800,0.7800,True,prescan_batch_0004.csv
444,9f524658-1955-42a7-a344-eeb240b23267.json,0,Cabinet.009,48,0.8300,0.9800,3.6569,1.7644,0.9800,0.7800,True,prescan_batch_0004.csv
445,9f7ebccd-db81-4599-aafa-936c371f9012.json,0,Cabinet.004,48,0.8300,0.9800,0.5347,2.4228,0.9800,0.7800,True,prescan_batch_0004.csv
446,9f8197bc-9d2d-4e29-94a0-358b41ae3948.json,0,Cabinet.017,48,0.8300,0.9800,-0.9364,-5.6262,0.9800,0.7800,True,prescan_batch_0004.csv
447,a2a8f036-c0d0-4d57-b55f-f6aa5e56d7fa.json,0,Cabinet.003,48,0.8300,0.9800,-5.2003,1.8196,0.9800,0.7800,True,prescan_batch_0004.csv
448,a519f3d0-6287-466e-953d-52939e5be494.json,0,Cabinet.012,48,0.8300,0.9800,3.5866,-4.9451,0.9800,0.7800,True,prescan_batch_0004.csv
449,a90f38f6-c1ad-4d64-9fcc-0f3d982912c4.json,0,Cabinet.004,48,0.8300,0.9800,3.7785,-4.0418,0.9800,0.7800,True,prescan_batch_0004.csv
450,a99c1e8e-0f26-4c2e-a471-9b9a308aaebc.json,0,Cabinet.015,48,0.8300,0.9800,1.8973,6.9272,0.9800,0.7800,True,prescan_batch_0004.csv
451,ab0e29af-145f-4578-a700-d78f1e043dc5.json,0,Cabinet.013,48,0.8300,0.9800,2.2834,-1.9975,0.9800,0.7800,True,prescan_batch_0004.csv
452,b1aff8e4-49da-48f0-b6d7-34331895676e.json,0,Cabinet.016,48,0.8300,0.9800,3.9873,2.7338,0.9800,0.7800,True,prescan_batch_0004.csv
453,b31b4898-6395-4283-9be9-872c7559cac8.json,0,Cabinet.003,48,0.8300,0.9800,-1.5400,-5.4950,0.9800,0.7800,True,prescan_batch_0004.csv
454,b6e6f6a4-9407-4911-9b72-c336a59545e0.json,0,Cabinet.017,48,0.8300,0.9800,2.6715,4.1631,0.9800,0.7800,True,prescan_batch_0004.csv
455,b8c5d876-d015-4283-844c-6196e05d9007.json,0,Cabinet.003,48,0.8300,0.9800,4.2015,-0.8269,0.9800,0.7800,True,prescan_batch_0004.csv
456,b8c79259-df95-4696-9a1f-b929d9fedcd9.json,0,Cabinet.003,48,0.8300,0.9800,0.9174,-5.1469,0.9800,0.7800,True,prescan_batch_0004.csv
457,bd2aa9dd-15d7-4de3-adec-4bddf66bff49.json,0,Cabinet.011,48,0.8300,0.9800,3.1669,-1.5679,0.9800,0.7800,True,prescan_batch_0005.csv
458,c34f0011-6d7a-4b69-b121-1028b993f611.json,0,Cabinet.017,48,0.8300,0.9800,1.2093,-3.1663,0.9800,0.7800,True,prescan_batch_0005.csv
459,dee82180-497b-489f-8554-cb27be17300f.json,0,Cabinet.003,48,0.8300,0.9800,3.7389,-4.0643,0.9800,0.7800,True,prescan_batch_0005.csv
460,e1f97282-7ce0-4eb3-86ab-448eb00db818.json,0,Cabinet.003,48,0.8300,0.9800,-1.1082,4.2463,0.9800,0.7800,True,prescan_batch_0006.csv
461,e63cf4ce-9f0a-42ce-8761-b044a5a7837c.json,0,Cabinet.004,48,0.8300,0.9800,3.4146,-2.3865,0.9800,0.7800,True,prescan_batch_0006.csv
462,e68032b2-11be-476a-b4b3-cf9a601db316.json,0,Cabinet.003,48,0.8300,0.9800,0.3307,-2.1000,0.9800,0.7800,True,prescan_batch_0006.csv
463,e77a9362-f91b-49bb-b9fe-8162f53f4c6a.json,0,Cabinet.004,48,0.8300,0.9800,2.4380,1.4676,0.9800,0.7800,True,prescan_batch_0006.csv
464,eb93a16f-a167-4776-968d-cd42148c7e2f.json,0,Cabinet.002,48,0.8300,0.9800,3.3390,-1.5647,0.9800,0.7800,True,prescan_batch_0006.csv
465,ec1d45dd-4935-490b-9c2b-f6caf4261d82.json,0,Cabinet.004,48,0.8300,0.9800,1.6818,-4.3634,0.9800,0.7800,True,prescan_batch_0006.csv
466,ed41e047-ee12-4f00-8add-0ee6b95d1585.json,0,Cabinet.013,48,0.8300,0.9800,3.3670,-4.9781,0.9800,0.7800,True,prescan_batch_0006.csv
467,ee1efacd-d7a1-48c9-bc7e-808187b95022.json,0,Cabinet.019,48,0.8300,0.9800,4.3196,-1.3301,0.9800,0.7800,True,prescan_batch_0006.csv
468,ef49fbf5-040b-48d1-9370-e6d496b8d1d0.json,0,Cabinet.003,48,0.8300,0.9800,-4.6415,1.5153,0.9800,0.7800,True,prescan_batch_0006.csv
469,f01e1a67-a4cb-4a75-b37d-c473c47319a9.json,0,Cabinet.004,48,0.8300,0.9800,-2.7993,2.4610,0.9800,0.7800,True,prescan_batch_0006.csv
470,f47e91bf-c4c3-4399-9917-ac2c0d393fee.json,0,Cabinet.004,48,0.8300,0.9800,2.5752,-3.4458,0.9800,0.7800,True,prescan_batch_0006.csv
471,f623fc6b-ed49-451d-9858-85a3c1091631.json,0,Cabinet.003,48,0.8300,0.9800,2.1123,-0.6582,0.9800,0.7800,True,prescan_batch_0006.csv
472,f990fb99-46f6-449d-8b58-3d4c210f667f.json,0,Cabinet.018,48,0.8300,0.9800,-1.1025,-5.5122,0.9800,0.7800,True,prescan_batch_0006.csv
473,fa21ce43-f02e-43a0-8f64-31f81cb339b1.json,0,Cabinet.003,48,0.8300,0.9800,5.8274,-2.7440,0.9800,0.7800,True,prescan_batch_0006.csv
474,fccf3211-1e60-40df-8b6b-9c20a10a2a41.json,0,Cabinet.018,48,0.8300,0.9800,-3.9945,1.7642,0.9800,0.7800,True,prescan_batch_0006.csv
475,fdc0b569-e71a-4cf9-9a16-a6f60bffc326.json,0,Cabinet.003,48,0.8300,0.9800,-4.0822,6.4140,0.9800,0.7800,True,prescan_batch_0006.csv
476,9ca09b71-f23c-481f-8860-4bfaf4849cba.json,0,Cabinet.099,48,0.8298,0.9798,-2.8105,1.0810,1.0370,0.8370,True,prescan_batch_0004.csv
477,91f11959-db47-4c01-b1b1-4b134ac1909c.json,0,Cabinet.111,48,0.8296,0.9796,3.4755,0.2523,1.0000,0.8000,True,prescan_batch_0003.csv
478,6843f446-eb87-4f4c-b6f7-9b1b4d03f3eb.json,0,Cabinet.004,48,0.8295,0.9795,-1.2248,4.1531,0.9800,0.7800,True,prescan_batch_0002.csv
479,a1cddd39-455f-410c-aaf0-2ff1957505be.json,0,Cabinet.039,48,0.8292,0.9792,-0.3720,-5.6070,1.0370,0.8370,True,prescan_batch_0004.csv
480,8a6c7bb0-54d0-4ee9-aeeb-c3ff24b707c7.json,0,Cabinet.104,48,0.8290,0.9790,-4.4881,1.3818,1.0370,0.8370,True,prescan_batch_0003.csv
481,1c810945-176e-4857-af0c-6722eec3755b.json,0,Cabinet.081,48,0.8288,0.9788,-4.0619,-1.7334,1.0000,0.8000,True,prescan_batch_0000.csv
482,8207dd97-de33-4456-91c8-b085fb42b6a5.json,0,Cabinet.004,48,0.8288,0.9788,3.9546,0.8541,0.9800,0.7800,True,prescan_batch_0003.csv
483,a42ac970-4696-4382-a902-0e13e66953ff.json,0,Cabinet.039,48,0.8276,0.9776,1.9180,-3.2818,1.0370,0.8370,True,prescan_batch_0004.csv
484,5c25a0f5-b020-4c9b-b26f-52133beea6ea.json,0,Cabinet.046,48,0.8274,0.9774,1.9052,-4.7796,1.0370,0.8370,True,prescan_batch_0002.csv
485,0953aa27-1f92-4068-aed9-41f0cc7401d6.json,0,Cabinet.103,48,0.8267,0.9767,5.8983,-1.9601,1.0000,0.8000,True,prescan_batch_0000.csv
486,93df04a6-caae-4a10-8728-bacd525c061b.json,0,Cabinet.086,48,0.8244,0.9744,-1.2755,-4.7148,1.0370,0.8370,True,prescan_batch_0003.csv
487,5bd22e7d-960b-4e14-93bd-f955001f799e.json,0,Cabinet.058,48,0.8238,0.9738,-3.8289,-3.3031,1.0370,0.8370,True,prescan_batch_0002.csv
488,7d6bfedc-a000-498d-993d-62099a5fa5fb.json,0,Cabinet.014,48,0.8225,0.9725,0.2686,5.1386,0.9800,0.7800,True,prescan_batch_0003.csv
489,adb3ce6b-6a50-458b-a082-946ff74f4e14.json,0,Cabinet.150,48,0.8208,0.9708,1.0322,-9.2906,1.0000,0.8000,True,prescan_batch_0004.csv
490,7c0653dd-592d-452f-b214-c2a5844e1c0a.json,0,Cabinet.088,48,0.8205,0.9705,-1.2241,-4.9571,1.0000,0.8000,True,prescan_batch_0003.csv
491,d7ebdee4-fdc6-4ddf-a064-4324b1f5d2ce.json,0,Cabinet.124,48,0.8200,0.9700,-4.9445,-3.7683,1.0000,0.8000,True,prescan_batch_0005.csv
492,7c8d576f-e723-4851-b793-adcf46e03d69.json,0,Cabinet.170,48,0.8196,0.9696,-4.6549,0.6067,1.0370,0.8370,True,prescan_batch_0003.csv
493,ac0350e1-3e77-4d21-a450-9599d2967e9a.json,0,Cabinet.121,48,0.8193,0.9693,9.9499,-3.0723,1.0000,0.8000,True,prescan_batch_0004.csv
494,cd33b4f0-0813-42a9-9f18-d794bef96482.json,0,Cabinet.013,48,0.8182,0.9682,-2.4512,-2.8847,0.9800,0.7800,True,prescan_batch_0005.csv
495,4a97a190-268c-4b0a-adb2-62e3eb5a29ec.json,0,Cabinet.092,48,0.8177,0.9677,-3.6920,-0.0059,1.0000,0.8000,True,prescan_batch_0001.csv
496,e34a46b2-90de-4a2a-8726-c83d5529a886.json,0,Cabinet.082,48,0.8162,0.9662,2.5453,-4.1812,1.0000,0.8000,True,prescan_batch_0006.csv
497,1fb04296-436f-4676-bd6c-b56fa9e31f05.json,0,Cabinet.107,48,0.8160,0.9660,3.8087,-7.8352,1.0720,0.8720,True,prescan_batch_0000.csv
498,1f397944-0127-417c-aebc-397096d2614d.json,0,Cabinet.067,48,0.8155,0.9655,-2.4773,4.2184,1.0000,0.8000,True,prescan_batch_0000.csv
499,67f446e9-5418-452a-a992-3797c825e7f4.json,0,Cabinet.088,48,0.8155,0.9655,-1.4529,-4.8033,1.0000,0.8000,True,prescan_batch_0002.csv
500,69a6010d-0fa7-426b-9b9a-e126bd7031cc.json,0,Cabinet.088,48,0.8155,0.9655,-1.3769,-4.8432,1.0000,0.8000,True,prescan_batch_0002.csv
501,b346e87a-515e-4aaf-acad-b896a3144d53.json,0,Cabinet.088,48,0.8155,0.9655,-1.4723,-4.8758,1.0000,0.8000,True,prescan_batch_0004.csv
502,cd1e7e8b-4a46-49c3-a757-bdd2f91e59d4.json,0,Cabinet.088,48,0.8155,0.9655,-1.3956,-4.8228,1.0000,0.8000,True,prescan_batch_0005.csv
503,882b0669-0498-4ec9-8baf-2932c5c7112a.json,0,Cabinet.126,48,0.8144,0.9644,-3.9547,0.6440,1.0000,0.8000,True,prescan_batch_0003.csv
504,011b264d-e2ef-426a-a4d5-d99de5bc68e2.json,0,Cabinet.086,48,0.8132,0.9632,-1.5572,-6.9234,1.0370,0.8370,True,prescan_batch_0000.csv
505,dbab9e2d-87df-4c2c-b9b8-612f5b14b28d.json,0,Cabinet.073,48,0.8119,0.9619,1.4919,-4.6637,1.0000,0.8000,True,prescan_batch_0005.csv
506,131fb697-ef09-458a-b28d-df6f10798fb2.json,0,Cabinet.091,48,0.8117,0.9617,-8.0531,-2.6704,1.0000,0.8000,True,prescan_batch_0000.csv
507,eb29ee2c-5f25-4dbe-965a-ec1c07904585.json,0,Cabinet.108,48,0.8097,0.9597,3.7283,1.0558,1.0370,0.8370,True,prescan_batch_0006.csv
508,a5a40e5f-d289-4d2a-96e5-9de97ae2220f.json,0,Cabinet.110,48,0.8095,0.9595,-4.5183,2.8337,1.0000,0.8000,True,prescan_batch_0004.csv
509,004f900c-468a-4f70-83cc-aa2c98875264.json,0,Cabinet.069,48,0.8083,0.9583,-2.8546,-4.3139,1.0220,0.8220,True,prescan_batch_0000.csv
510,a4b4d452-05f0-4c77-b367-cc0799a1f996.json,0,Cabinet.003,48,0.8082,0.9582,5.9185,-3.0468,0.9800,0.7800,True,prescan_batch_0004.csv
511,b9d74420-fc18-4a49-aee4-b99763f9f4fa.json,0,Cabinet.013,48,0.8075,0.9575,-0.1334,-3.6802,0.9800,0.7800,True,prescan_batch_0004.csv
512,428a7b43-7cd0-478a-8dba-50c6ac31ac3b.json,0,Cabinet.004,48,0.8071,0.9571,-0.8158,-4.5854,0.9800,0.7800,True,prescan_batch_0001.csv
513,5669e7d6-ad0f-47ad-be4a-c511786ad433.json,0,Cabinet.004,48,0.8069,0.9569,0.7900,2.3990,0.9800,0.7800,True,prescan_batch_0002.csv
514,1c924224-5cfa-4933-901f-596707001a91.json,0,Cabinet.067,48,0.8065,0.9565,4.8114,-0.4225,1.0000,0.8000,True,prescan_batch_0000.csv
515,c293957a-7445-4795-8157-2e69b1b432fb.json,0,Cabinet.166,48,0.8060,0.9560,2.8678,-2.7140,1.0000,0.8000,True,prescan_batch_0005.csv
516,b003f93a-5664-4fe2-b40a-caf19583fd57.json,0,Cabinet.014,48,0.8058,0.9558,-3.7414,0.6105,0.9950,0.7950,True,prescan_batch_0004.csv
517,9a1bde8f-5502-4a80-8239-0e14821800f6.json,0,Cabinet.088,48,0.8055,0.9555,-6.1356,-2.5683,1.1000,0.9000,True,prescan_batch_0004.csv
518,9ee08ac2-1310-4c3c-be29-d1c9ed68a006.json,0,Cabinet.015,48,0.8055,0.9555,-0.1712,-6.3911,0.9800,0.7800,True,prescan_batch_0004.csv
519,93f02a56-0d3b-41cc-b0f8-fbc572bf2869.json,0,Cabinet.197,48,0.8051,0.9551,1.5107,3.7241,1.0001,0.8001,True,prescan_batch_0003.csv
520,dd650589-4712-40ad-ab56-282aa691c4bd.json,0,Cabinet.095,48,0.8045,0.9545,-0.9710,-4.6087,1.0370,0.8370,True,prescan_batch_0005.csv
521,d9df2354-d80d-49e7-a9e8-2e8fbf31dea3.json,0,Cabinet.092,48,0.8043,0.9543,-2.3660,1.8415,1.0000,0.8000,True,prescan_batch_0005.csv
522,df5730b4-3000-496b-869c-0fb8d4853f55.json,0,Cabinet.003,48,0.8039,0.9539,2.3970,1.4286,0.9800,0.7800,True,prescan_batch_0005.csv
